title,budget,revenue,runtime,genres,release_date,production_companies,director
Big Fish,70000000,123200000,125,"Adventure, Fantasy, Drama",2003-12-25,"Columbia Pictures, The Zanuck Company, Jinks/Cohen Company, Tim Burton Productions",Tim Burton
Society of the Snow,65500000,1281,144,"Drama, History",2023-12-15,"El Arriero Films, Misión de Audaces Films, Netflix",J.A. Bayona
Sleepy Hollow,100000000,206071526,105,"Drama, Fantasy, Thriller, Mystery, Horror",1999-11-19,"Paramount Pictures, Mandalay Pictures, American Zoetrope, Karol Film Productions, Scott Rudin Productions",Tim Burton
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,113,"Adventure, Family, Fantasy",2010-12-02,"Fox 2000 Pictures, Walden Media, C.S. Lewis Company",Michael Apted
Dumb Money,30000000,20703794,105,"History, Comedy, Drama",2023-09-15,"Black Bear Pictures, Ryder Picture Company, Winklevoss Pictures",Craig Gillespie
Scent of a Woman,31000000,134100000,156,"Drama, Comedy",1992-12-23,"Universal Pictures, City Light Films",Martin Brest
Mirrors,35000000,72400000,111,"Horror, Mystery",2008-08-15,"Regency Enterprises, New Regency Pictures, Luna Pictures, ASAF, Castel Film",Alexandre Aja
Lethal Weapon,15000000,120207127,110,"Adventure, Action, Comedy, Thriller, Crime",1987-03-06,"Silver Pictures, Warner Bros. Pictures",Richard Donner
Falling Down,25000000,40903593,113,"Crime, Drama, Thriller",1993-02-26,"Warner Bros. Pictures, Arnold Kopelson Productions, Le Studio Canal+, Regency Enterprises, Alcor Films",Joel Schumacher
Déjà Vu,75000000,180557550,126,"Action, Thriller, Science Fiction",2006-11-22,"Touchstone Pictures, Jerry Bruckheimer Films, Scott Free Productions",Tony Scott
Luther,30000000,29400000,123,"Drama, History",2003-10-29,"NFP Teleart Berlin, Eikon Film, Thrivent Financial for Lutherans",Eric Till
Memory,30000000,13900000,114,"Action, Thriller, Crime",2022-04-28,"Black Bear Pictures, Welle Entertainment, Saville Productions, Open Road Films, STXfilms",Martin Campbell
The Hateful Eight,44000000,155760117,188,"Drama, Mystery, Western",2015-12-25,"The Weinstein Company, Double Feature Films, FilmColony",Quentin Tarantino
The Expendables 2,100000000,314975955,103,"Action, Adventure, Thriller",2012-08-08,"Nu Image, Millennium Media, Lionsgate, Nu Boyana Film Studios",Simon West
The Great Escape,4000000,11700000,173,"Adventure, Drama, War",1963-07-03,"The Mirisch Company, United Artists",John Sturges
Nausicaä of the Valley of the Wind,1000000,9016411,117,"Adventure, Animation, Fantasy",1984-03-11,Topcraft,Hayao Miyazaki
The King's Speech,15000000,414211549,118,"Drama, History",2010-11-26,"The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, See-Saw Films, Bedlam Productions",Tom Hooper
9,30000000,48428063,79,"Action, Adventure, Animation, Science Fiction, Thriller",2009-08-19,"Tim Burton Productions, Relativity Media, Arc Productions, Starz Animation, Focus Features",Shane Acker
Disobedience,6000000,8000000,114,"Drama, Romance",2018-04-24,"Braven Films, Element Pictures, Film4 Productions, LC6 Productions, FilmNation Entertainment",Sebastián Lelio
Erin Brockovich,52000000,256271286,131,Drama,2000-03-17,Jersey Films,Steven Soderbergh
Snatch,10000000,83600000,103,"Crime, Comedy",2000-09-01,SKA Films,Guy Ritchie
The Loft,14000000,10100000,108,Thriller,2014-10-14,"Open Road Films, Anonymous Content",Erik Van Looy
The Exorcist: Believer,30000000,136284218,111,"Horror, Thriller",2023-10-04,"Universal Pictures, Blumhouse Productions, Morgan Creek Entertainment, Rough House Pictures",David Gordon Green
Unbreakable,75000000,248118121,106,"Thriller, Drama, Mystery",2000-11-22,"Barry Mendel Productions, Blinding Edge Pictures, Touchstone Pictures",M. Night Shyamalan
Robot Dreams,5300000,4656348,102,"Animation, Drama, Comedy, Science Fiction",2023-12-06,"Arcadia Motion Pictures, LokizFilms, Noodles Production, Les films du Worso",Pablo Berger
Boy Kills World,18000000,3139717,110,"Crime, Thriller, Action",2024-04-24,"Vertigo Entertainment, Hammerstone Studios, Nthibah Pictures, Capstone Global",Moritz Mohr
District 9,30000000,210888950,112,Science Fiction,2009-08-05,"TriStar Pictures, Block / Hanson, WingNut Films, District 9",Neill Blomkamp
Pitch Perfect,17000000,115647426,112,"Comedy, Music, Romance",2012-09-28,"Brownstone Productions, Gold Circle Films, Universal Pictures",Jason Moore
Yesterday,26000000,154608856,116,"Comedy, Fantasy, Music, Romance",2019-06-26,"Working Title Films, Working Title Films",Danny Boyle
I Saw the TV Glow,10000000,5396508,100,"Drama, Horror",2024-05-03,"A24, Fruit Tree, Smudge Films, Hypnic Jerk, Access Entertainment",Jane Schoenbrun
No Strings Attached,25000000,149200000,107,"Comedy, Romance",2011-01-21,"Katalyst Films, The Montecito Picture Company, Handsomecharlie Films",Ivan Reitman
War for the Planet of the Apes,150000000,490719763,140,"Drama, Science Fiction, War",2017-07-11,"20th Century Fox, TSG Entertainment, Chernin Entertainment",Matt Reeves
Ghost in the Shell,110000000,169801921,107,"Science Fiction, Drama, Action",2017-03-29,"Weying Galaxy Entertainment, Paramount Pictures, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions",Rupert Sanders
Men in Black: International,110000000,253890701,115,"Comedy, Science Fiction, Action",2019-06-12,"Amblin Entertainment, Parkes+MacDonald Image Nation, Columbia Pictures, Tencent Pictures",F. Gary Gray
Snack Shack,3000000,455708,112,Comedy,2024-03-15,"T-Street, Paperclip, MRC",Adam Rehmeier
Casper,50000000,287928194,100,"Fantasy, Comedy, Family",1995-05-26,"The Harvey Entertainment Company, Universal Pictures, Amblin Entertainment",Brad Silberling
Orphan: First Kill,10000000,9572765,99,"Horror, Thriller",2022-07-27,"Dark Castle Entertainment, Entertainment One, Eagle Vision",William Brent Bell
Escape Plan,50000000,137328301,115,"Action, Thriller",2013-10-09,"Knightsbridge Entertainment, Summit Entertainment, Atmosphere Entertainment MM, EFO Films, Envision Entertainment, Boies/Schiller Film Group, Lionsgate",Mikael Håfström
Starship Troopers,105000000,121214377,129,"Adventure, Action, Thriller, Science Fiction",1997-11-07,"TriStar Pictures, Touchstone Pictures, Jon Davison Productions, Big Bug Pictures",Paul Verhoeven
Gone in Sixty Seconds,90000000,237200000,118,"Action, Crime, Thriller",2000-06-09,"Touchstone Pictures, Jerry Bruckheimer Films",Dominic Sena
The Northman,70000000,69633110,137,"Action, Adventure, Fantasy",2022-04-07,"Focus Features, New Regency Pictures, Regency Enterprises, Square Peg",Robert Eggers
Forever My Girl,3500000,16367326,104,"Romance, Drama",2018-01-26,LD Entertainment,Bethany Ashton Wolf
Mirror Mirror,85000000,183018522,106,"Adventure, Comedy, Family, Fantasy",2012-03-15,"Misher Films, Relativity Media, Yucaipa Films, Goldmann Pictures, RAT Entertainment, Misha Films",Tarsem Singh
The Lincoln Lawyer,40000000,85412898,119,"Crime, Drama, Thriller",2011-03-17,"Sidney Kimmel Entertainment, Lionsgate, Lakeshore Entertainment, Stone Village Pictures",Brad Furman
The Seed of the Sacred Fig,3000000,6501810,167,"Drama, Thriller, Crime",2024-09-18,"Parallel 45, Run Way Pictures, ARTE France Cinéma",Mohammad Rasoulof
Happy Feet,100000000,384335608,108,"Animation, Comedy, Family",2006-11-16,"Kennedy Miller Productions, Animal Logic, Village Roadshow Pictures",George Miller
Apollo 13,52000000,355237933,140,"Drama, History",1995-06-30,"Imagine Entertainment, Universal Pictures",Ron Howard
Shazam!,80000000,367799011,132,"Action, Comedy, Fantasy",2019-03-29,"New Line Cinema, The Safran Company, Seven Bucks Productions, DC Films",David F. Sandberg
American Beauty,15000000,356296601,122,Drama,1999-09-15,"DreamWorks Pictures, Jinks/Cohen Company",Sam Mendes
Alien Resurrection,70000000,162000000,109,"Science Fiction, Horror, Action",1997-11-12,"20th Century Fox, Brandywine Productions",Jean-Pierre Jeunet
Puss in Boots,130000000,554987477,90,"Animation, Family, Fantasy, Adventure, Comedy, Action",2011-10-27,DreamWorks Animation,Chris Miller
Pain & Gain,25000000,87305549,130,"Action, Crime, Comedy, Drama, Mystery",2013-04-18,"Paramount Pictures, De Line Pictures, Bay Films",Michael Bay
I Now Pronounce You Chuck & Larry,85000000,187134117,115,"Comedy, Romance",2007-07-12,"Universal Pictures, Happy Madison Productions",Dennis Dugan
"Love, Simon",17000000,66316289,110,"Comedy, Drama, Romance",2018-02-16,"Temple Hill Entertainment, Fox 2000 Pictures, New Leaf Literary & Media, 20th Century Fox, Twisted Media",Greg Berlanti
Redeeming Love,30000000,9464198,134,"Romance, Drama, Western",2022-01-21,"Mission Pictures International, Advantage Entertainment, Pinnacle Peak Pictures, Nthibah Pictures",D.J. Caruso
Ambulance,40000000,52303589,136,"Thriller, Action, Crime, Drama",2022-03-16,"Bay Films, Endeavor Content, New Republic Pictures, Project X Entertainment",Michael Bay
Jason Bourne,120000000,415484914,123,"Action, Thriller",2016-07-27,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures",Paul Greengrass
Rambo: First Blood Part II,44000000,300400432,96,"Action, Adventure, Thriller, War",1985-05-21,"Carolco Pictures, Estudios Churubusco Azteca, Anabasis N.V.",George P. Cosmatos
We Need to Talk About Kevin,7000000,10800000,113,"Drama, Thriller",2011-09-28,"BBC Film, Independent, UK Film Council, Footprint Investment, Piccadilly Pictures, Rockinghorse Films, Lipsync Productions, Artina Films",Lynne Ramsay
Rocky Balboa,24000000,155929020,102,Drama,2006-12-20,"Metro-Goldwyn-Mayer, Columbia Pictures, Revolution Studios, Chartoff-Winkler Productions",Sylvester Stallone
The Predator,88000000,160542134,107,"Science Fiction, Action, Adventure, Thriller",2018-09-05,"Davis Entertainment, TSG Entertainment, 20th Century Fox, Canada Film Capital",Shane Black
A History of Violence,32000000,61477797,96,"Drama, Thriller, Crime",2005-09-23,"New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company",David Cronenberg
Texas Chainsaw 3D,20000000,47300000,92,"Horror, Thriller",2013-01-03,"Lionsgate, Millennium Media, Mainline Pictures, Leatherface Productions",John Luessenhop
Chaos Walking,125000000,26508132,109,"Fantasy, Science Fiction, Adventure",2021-02-24,"Quadrant Pictures, Lionsgate, Bron Studios, 3 Arts Entertainment, TIK Films, Hercules Film Fund, Allison Shearmur Productions, Creative Wealth Media Finance",Doug Liman
Vertigo,2479000,7808900,128,"Mystery, Romance, Thriller",1958-05-28,"Paramount Pictures, Alfred J. Hitchcock Productions",Alfred Hitchcock
Mr. Nobody,47000000,2331721,141,"Science Fiction, Drama, Romance",2009-11-06,"Pan-Européenne, Integral Films, Lago Film, Christal Films, France 2 Cinéma, France 3 Cinéma, Toto & Co Films",Jaco Van Dormael
The Island,126000000,162949164,136,"Action, Thriller, Science Fiction, Adventure",2005-07-21,"DreamWorks Pictures, Warner Bros. Pictures, Parkes-MacDonald Productions, K/O Paper Products",Michael Bay
Lady and the Tramp,4000000,36359037,76,"Family, Animation, Romance",1955-06-22,Walt Disney Productions,Hamilton Luske
Paddington 2,40000000,283692036,104,"Adventure, Comedy, Family",2017-11-09,"StudioCanal, Heyday Films, Anton Capital Entertainment",Paul King
The Judge,40000000,84419388,141,Drama,2014-10-08,"Village Roadshow Pictures, Big Kid Pictures, Team Downey, Warner Bros. Pictures",David Dobkin
Knock Knock,10000000,6341684,99,"Horror, Thriller, Crime",2015-06-26,"Sobras International Pictures, UFA, Black Bear Pictures, Camp Grey, Elevated Films, Movie Trailer House, Dragonfly Entertainment, Voltage Pictures",Eli Roth
"Legally Blonde 2: Red, White & Blonde",45000000,124914842,95,"Comedy, Romance",2003-07-02,"Metro-Goldwyn-Mayer, Marc Platt Productions, Type A Films",Charles Herman-Wurmfeld
Gone with the Wind,4000000,402352579,233,"Drama, War, Romance",1939-12-15,"Selznick International Pictures, Metro-Goldwyn-Mayer",Victor Fleming
The Elephant Man,5000000,26000000,124,"Drama, History",1980-10-09,"Brooksfilms, Paramount Pictures",David Lynch
Old School,24000000,87100000,92,Comedy,2003-02-21,"The Montecito Picture Company, DreamWorks Pictures",Todd Phillips
Fantastic Four,120000000,167977596,100,"Action, Adventure, Science Fiction",2015-08-05,"20th Century Fox, Constantin Film, Marvel Entertainment, Marv, Genre Films, Robert Kulzer Productions, TSG Entertainment",Josh Trank
John Carter,250000000,284100000,132,"Action, Adventure, Science Fiction",2012-03-07,Walt Disney Pictures,Andrew Stanton
Easy A,8000000,75026327,93,Comedy,2010-09-16,"Screen Gems, Olive Bridge Entertainment",Will Gluck
Scott Pilgrim vs. the World,85000000,51691156,113,"Action, Comedy, Romance",2010-08-12,"Marc Platt Productions, Big Talk Studios, Closed on Mondays Entertainment, dentsu",Edgar Wright
Peter Pan,100000000,121975011,113,"Adventure, Fantasy, Family",2003-12-18,"Universal Pictures, Columbia Pictures, Revolution Studios, Red Wagon Entertainment, Allied Stars",P.J. Hogan
5 Centimeters per Second,5000000,548192,63,"Animation, Romance, Drama",2007-03-03,CoMix Wave Films,Makoto Shinkai
The Hills Have Eyes 2,15000000,37697773,90,"Horror, Thriller",2007-03-22,"Fox Atomic, Craven-Maddalena Films, Dune Entertainment",Martin Weisz
The Human Centipede (First Sequence),2000000,252207,91,Horror,2009-10-31,Six Entertainment,Tom Six
A Haunted House,2500000,60141683,86,"Comedy, Horror",2013-01-11,"Open Road Films, Endgame Entertainment, Wayans Bros. Entertainment, IM Global",Michael Tiddes
Slumdog Millionaire,15000000,378400000,120,"Drama, Romance",2008-11-12,"Celador Films, Film4 Productions",Danny Boyle
Akira,5700000,49000000,124,"Animation, Science Fiction, Action",1988-06-10,"MBS, Sumitomo Corporation, TOHO, Studio Fuga, Studio Aoi, Kodansha, Bandai Entertainment, Tokyo Movie Shinsha",Katsuhiro Otomo
Insidious: The Last Key,10000000,172811971,103,"Horror, Thriller",2018-01-03,"Stage 6 Films, Blumhouse Productions, Universal Pictures, Oren Peli Productions",Adam Robitel
In Bruges,15000000,34533783,108,"Comedy, Drama, Crime",2008-02-08,"Twins Financing, Blueprint Pictures, Focus Features, Scion Films, Film4 Productions",Martin McDonagh
Insidious: Chapter 2,5000000,161921515,106,"Horror, Thriller",2013-09-12,"Blumhouse Productions, Stage 6 Films, Entertainment One, Oren Peli Productions",James Wan
Julie & Julia,40000000,129500000,123,"Romance, Drama",2009-08-06,"Columbia Pictures, Easy There Tiger Productions, Scott Rudin Productions",Nora Ephron
Dumbo,812000,1600000,64,"Animation, Family",1941-10-31,Walt Disney Productions,Ben Sharpsteen
Strays,46000000,32000000,93,"Comedy, Adventure",2023-08-17,"Universal Pictures, Lord Miller, Picturestart, Rabbit Hole Productions",Josh Greenbaum
Dark Shadows,150000000,245527149,113,"Comedy, Fantasy",2012-05-09,"Tim Burton Productions, Infinitum Nihil, GK Films, Village Roadshow Pictures, Dan Curtis Productions, Warner Bros. Pictures, The Zanuck Company",Tim Burton
Tears of the Sun,75000000,86500000,121,"War, Action, Drama",2003-03-07,"Columbia Pictures, Revolution Studios, Cheyenne Enterprises, Michael Lobell Productions",Antoine Fuqua
Now You See Me 2,120000000,334897606,129,"Crime, Thriller, Action, Mystery",2016-06-02,"Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate",Jon M. Chu
First Blood,15000000,125212904,93,"Action, Adventure, Thriller, War",1982-10-22,"Carolco Pictures, Anabasis N.V., Elcajo Productions, Cinema 84, Orion Pictures",Ted Kotcheff
The Three Musketeers: Milady,39000000,21730766,115,"Adventure, Action, Drama, History",2023-12-13,"Pathé, M6 Films, Constantin Film, ZDF, DeAPlaneta, uMedia, Chapter 2",Martin Bourboulon
Morbius,75000000,167635712,105,"Action, Science Fiction, Fantasy",2022-03-30,"Columbia Pictures, Matt Tolmach Productions, Arad Productions",Daniel Espinosa
Blood Diamond,100000000,171700000,143,"Drama, Thriller, Action",2006-12-08,"Virtual Studios, Spring Creek Pictures, Bedford Falls Productions, Initial Entertainment Group, Lonely Film Productions GmbH & Co. KG., Warner Bros. Pictures, Liberty Pictures",Edward Zwick
Contagion,60000000,137551594,106,"Drama, Thriller, Science Fiction",2011-09-08,"Participant, Image Nation Abu Dhabi, Double Feature Films, Regency Enterprises, Warner Bros. Pictures",Steven Soderbergh
Moulin Rouge!,52500000,179213434,128,"Drama, Romance, Music",2001-05-18,"20th Century Fox, Bazmark",Baz Luhrmann
27 Dresses,30000000,160300000,111,"Comedy, Romance",2008-01-10,"Fox 2000 Pictures, Spyglass Entertainment, Dune Entertainment III",Anne Fletcher
21,35000000,159808370,123,"Drama, Crime",2008-03-27,"Columbia Pictures, Relativity Media, Michael De Luca Productions, Trigger Street Productions",Robert Luketic
The Bourne Legacy,130000000,276600000,135,"Action, Thriller",2012-08-08,"Universal Pictures, Relativity Media, Captivate Entertainment, dentsu, The Kennedy/Marshall Company",Tony Gilroy
Brooklyn,11000000,62076141,111,"Romance, Drama, History",2015-10-20,"Wildgaze Films, Parallel Film Productions, BBC Film, Bun and Ham Productions, Finola Dwyer Productions, Item 7, Ingenious Media",John Crowley
